所属模块,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
/学员管理/基本信息(#194),在修改窗口身份证号输入框输入18位数字,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在身份证号输入框输入‘610221199825253622’
3. 点击保存按钮","1. 
2. 
3. 显示‘修改成功’并自动关闭窗口，列表和数据库为修改后的信息
",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口毕业时间框是否可以手动输入,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在毕业时间框输入‘2018-07-01’
3. 点击保存按钮","1. 
2. 输入成功
3. 显示‘修改成功’并自动关闭窗口，列表和数据库为修改后的信息
",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口毕业时间框选择未来某一时刻时间,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在毕业时间框选择‘2022-02-01’
3. 点击保存按钮","1. 
2. 
3. 显示‘修改成功’并自动关闭窗口，列表和数据库为修改后的信息
",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口毕业时间框选择过去某一时刻时间,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在毕业时间框选择‘2017-02-01’
3. 点击保存按钮","1. 
2. 
3. 显示‘修改成功’并自动关闭窗口，列表和数据库为修改后的信息
",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口年龄输入窗口不输入,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在年龄输入框不输入
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，请输入年龄’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口年龄输入窗口输入大于100数字,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在年龄输入框输入’101‘
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，年龄必须是10-100的数字’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口年龄输入窗口输入小于10的数字,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在年龄输入框输入’9‘
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，年龄必须是10-100的数字’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口年龄输入窗口输入包含字母的字符,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在年龄输入框输入‘2v’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，年龄必须是10-100的数字’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口年龄输入窗口输入包含空格的字符,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在年龄输入框输入‘2 ’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，年龄必须是10-100的数字’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口年龄输入窗口输入包含特殊字符的字符,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在年龄输入框输入‘2%’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，年龄必须是10-100的数字’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口年龄输入窗口输入两位数字,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在年龄输入框输入‘23’
3. 点击保存按钮","1. 
2. 
3. 显示‘修改成功’并自动关闭窗口，列表和数据库为修改后的信息
",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口选择照片点击框上传非jpg、png格式文件,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 点击选择照片文件框，上传.xlsx文件
3. 点击保存按钮","1. 
2. 
3. 显示保存失败，照片必须为jpg或png格式",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口选择照片点击框上传jpg格式文件,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 点击选择照片文件框，上传.jpg文件
3. 点击保存按钮","1. 
2. 
3. 显示‘修改成功’并自动关闭窗口，列表和数据库为修改后的信息
",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口选择照片点击框上传png格式文件,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 点击选择照片文件框，上传.png文件
3. 点击保存按钮","1. 
2. 
3. 显示‘修改成功’并自动关闭窗口，列表和数据库为修改后的信息
",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口选择照片点击框不点击,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 不点击选择照片的选择文件按钮
3. 点击保存按钮","1. 
2. 
3. 显示‘修改成功’并自动关闭窗口，列表和数据库为修改后的信息
",3,功能测试,"
功能测试阶段"
/学员管理/今日考勤(#195),点击今日考勤，该子模块文字高亮显示,"1. 正常打开页面
2. 教学主管角色成功登录系统","1. 点击学员管理
2. 点击今日考勤","1. 
2. 今日考勤文字高亮显示",3,功能测试,"
功能测试阶段"
/学员管理/今日考勤(#195),默认显示当前教师上课的学员名单,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日考勤",1. 查看列表信息,1. 显示当前教师上课的学员名单，且和数据库信息一致,3,功能测试,"
功能测试阶段"
/学员管理/今日考勤(#195),系统是否将已录入请假的学员设置考勤结果为请假,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日考勤","1. 查看列表信息考勤结果列
2. 查看已录入请假的学员",1. 考勤结果为请假的学员和已录入请假的学员数量信息相等,3,功能测试,"
功能测试阶段"
/学员管理/今日考勤(#195),姓名输入框是否支持联想输入,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日考勤",1. 在姓名输入框输入姓名'冷',1. 姓名输入框下方显示姓名和冷相关的全部信息,3,功能测试,"
功能测试阶段"
/学员管理/今日考勤(#195),姓名输入框是否支持模糊查询,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日考勤","1. 在姓名输入框输入姓名'李'
2. 点击搜索按钮","1. 成功输入
2. 列表下方显示所有名字中带有李字的信息",3,功能测试,"
功能测试阶段"
/学员管理/今日考勤(#195),姓名输入框输入存在信息，点击搜索,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日考勤","1. 在姓名输入框输入该讲师所带班级的学生姓名'冷佩'
2. 点击搜索按钮","1. 
2. 列表下方显示冷佩的信息和考勤结果",3,功能测试,"
功能测试阶段"
/学员管理/今日考勤(#195),姓名输入框输入不存在信息，点击搜索,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日考勤","1. 在姓名输入框输入非该讲师所带班级的学生姓名'李浩'
2. 点击搜索按钮","1. 
2. 列表下方显示‘无符合条件的记录’",3,功能测试,"
功能测试阶段"
/学员管理/今日考勤(#195),抽查点名，操作批量考勤,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日考勤","1. 在姓名输入框输入该讲师所带班级的学生姓名'陈怡'
2. 点击搜索按钮
3. 在考勤操作列选择考勤状态由非正常选为‘正常’
4. 点击确定按钮
5. 点击批量考勤
6. 点击确定
7. 点击确定","1. 
2. 列表下方显示该学生信息
3. 操作成功
4. 
5. 弹出提示框‘将考勤当前页的所有学生’
6. 弹出提示框‘考勤完毕’
7. 将当前页全部信息考勤，今日晨考列表显示全部学生信息",3,功能测试,"
功能测试阶段"
/学员管理/今日考勤(#195),抽查点名，不操作批量考勤,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日考勤","1. 在姓名输入框输入该讲师所带班级的学生姓名'王森'
2. 点击搜索按钮
3. 在考勤操作列选择考勤状态为‘迟到’
4. 点击确定按钮
","1. 
2. 
3. 
4. 操作成功，但今日晨考学员名单不完整",3,功能测试,"
功能测试阶段"
/学员管理/今日考勤(#195),逐个点名,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日考勤",1. 查看列表信息,1. 默认所有学生的考勤状态为正常,3,功能测试,"
功能测试阶段"
/学员管理/今日考勤(#195),逐个点名,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日考勤","1. 查看列表信息
2. 若该学生考勤非正常，选择该学生的考勤状态为非正常状态
3. 点击确定","1. 
2. 
3. 操作成功，和数据库信息一致",3,功能测试,"
功能测试阶段"
/学员管理/今日晨考(#196),点击今日考勤，该子模块文字高亮显示,"1. 正常打开页面
2. 教学主管角色成功登录系统","1. 点击学员管理
2. 点击今日晨考","1. 
2. 今日晨考文字高亮显示",3,功能测试,"
功能测试阶段"
/学员管理/今日晨考(#196),列表显示学员学员名单是否正确,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日晨考",1. 查看列表信息,1. 默认显示当前教师所带班级的所有已通过考勤的学员名单,3,功能测试,"
功能测试阶段"
/学员管理/今日晨考(#196),晨考功能是否正常,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日晨考",1. 任选一条学生信息。点击晨考按钮,1. 弹出‘晨考记录录入’弹出框,3,功能测试,"
功能测试阶段"
/学员管理/今日晨考(#196),选择晨考方式为提问方式，不录入晨考题目和分数,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日晨考","1. 任选一条学生信息。点击晨考按钮
2. 选择晨考方式为‘随堂问答’
3. 点击保存按钮","1. 
2. 
3. 提示‘请录入晨考题目和分数’",3,功能测试,"
功能测试阶段"
/学员管理/今日晨考(#196),选择晨考方式为提问方式，只录入晨考题目,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日晨考","1. 任选一条学生信息。点击晨考按钮
2. 选择晨考方式为‘随堂问答’
3. 输入晨考题目‘软件测试的概念’
4. 点击保存按钮","1. 
2. 
3.
4. 提示‘请录入晨考分数’",3,功能测试,"
功能测试阶段"
/学员管理/今日晨考(#196),选择晨考方式为提问方式，录入晨考题目和分数,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日晨考","1. 任选一条学生信息。点击晨考按钮
2. 选择晨考方式为‘随堂问答’
3. 输入晨考分数‘88’
4. 输入晨考题目‘软件测试的概念’
5. 点击保存按钮","1. 
2. 
3.
4. 
5. 显示‘录入晨考信息成功’并自动关闭‘晨考记录录入框，数据库新增记录成功",3,功能测试,"
功能测试阶段"
/学员管理/今日晨考(#196),选择晨考方式为非提问方式，不输入分数,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日晨考","1. 任选一条学生信息。点击晨考按钮
2. 选择晨考方式为‘在线笔试’
3. 点击保存按钮","1. 
2. 
3. 提示‘请录入分数’",3,功能测试,"
功能测试阶段"
/学员管理/今日晨考(#196),选择晨考方式为非提问方式，输入分数,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日晨考","1. 任选一条学生信息。点击晨考按钮
2. 选择晨考方式为‘在线笔试’
3. 输入分数’89‘
4. 点击保存按钮","1. 
2. 
3.
4. 显示‘录入晨考信息成功’并自动关闭‘晨考记录录入框，数据库新增记录成功",3,功能测试,"
功能测试阶段"
/学员管理/今日晨考(#196),分数输入框输入大于100的数字,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日晨考","1. 任选一条学生信息。点击晨考按钮
2. 选择晨考方式为‘在线笔试’
3. 输入分数‘101’
4. 点击保存按钮","1. 
2. 
3.
4. 提示‘分数只能为0-100的数字’",3,功能测试,"
功能测试阶段"
/学员管理/今日晨考(#196),分数输入框输入小于0的数字,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日晨考","1. 任选一条学生信息。点击晨考按钮
2. 选择晨考方式为‘在线笔试’
3. 输入分数‘-1’
4. 点击保存按钮","1. 
2. 
3.
4. 提示‘分数只能为0-100的数字’",3,功能测试,"
功能测试阶段"
/学员管理/今日晨考(#196),分数输入框输入0,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日晨考","1. 任选一条学生信息。点击晨考按钮
2. 选择晨考方式为‘在线笔试’
3. 输入分数‘0’
4. 点击保存按钮","1. 
2. 
3.
4. 显示‘录入晨考信息成功’并自动关闭‘晨考记录录入框，数据库新增记录成功",3,功能测试,"
功能测试阶段"
/学员管理/今日晨考(#196),分数输入框输入100,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日晨考","1. 任选一条学生信息。点击晨考按钮
2. 选择晨考方式为‘在线笔试’
3. 输入分数‘100’
4. 点击保存按钮","1. 
2. 
3.
4. 显示‘录入晨考信息成功’并自动关闭‘晨考记录录入框，数据库新增记录成功",3,功能测试,"
功能测试阶段"
/学员管理/今日晨考(#196),分数输入框输入包含字母,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日晨考","1. 任选一条学生信息。点击晨考按钮
2. 选择晨考方式为‘在线笔试’
3. 输入分数‘5x’
4. 点击保存按钮","1. 
2. 
3.
4. 提示‘分数只能为0-100的数字’",3,功能测试,"
功能测试阶段"
/学员管理/今日晨考(#196),分数输入框输入包含空格,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日晨考","1. 任选一条学生信息。点击晨考按钮
2. 选择晨考方式为‘在线笔试’
3. 输入分数‘5 ’
4. 点击保存按钮","1. 
2. 
3.
4. 提示‘分数只能为0-100的数字’",3,功能测试,"
功能测试阶段"
/学员管理/今日晨考(#196),分数输入框输入包含特殊字符,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日晨考","1. 任选一条学生信息。点击晨考按钮
2. 选择晨考方式为‘在线笔试’
3. 输入分数‘5#’
4. 点击保存按钮","1. 
2. 
3.
4. 提示‘分数只能为0-100的数字’",3,功能测试,"
功能测试阶段"
/学员管理/今日晨考(#196),题目框输入超长内容,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日晨考","1. 任选一条学生信息。点击晨考按钮
2. 选择晨考方式为‘随堂问答’
3. 输入晨考分数‘88’
4. 输入晨考题目‘软件测试的概念软件测试的概念软件测试的概念软件测试的概念软件测试的概念软件测试的概念软件测试的概念软件测试的概念软件测试的概念软件测试的概念软件测试的概念软件测试的概念软件测试的概念软件测试的概念软件测试的概念软件测试的概念’
5. 点击保存按钮","1. 
2. 
3.
4. 
5. 提示‘题目框输入长度为10-100字符数’",3,功能测试,"
功能测试阶段"
/学员管理/今日晨考(#196),题目框输入9个字符长度,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日晨考","1. 任选一条学生信息。点击晨考按钮
2. 选择晨考方式为‘随堂问答’
3. 输入晨考分数‘88’
4. 输入晨考题目‘andndndjd’
5. 点击保存按钮","1. 
2. 
3.
4. 
5. 提示‘题目框输入长度为10-100字符数’",3,功能测试,"
功能测试阶段"
/学员管理/今日晨考(#196),题目框输入101个字符长度,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击今日晨考","1. 任选一条学生信息。点击晨考按钮
2. 选择晨考方式为‘随堂问答’
3. 输入晨考分数‘88’
4. 输入晨考题目‘今天顺利完成作业了吗今天顺利完成作业了吗今天顺利完成作业了吗今天顺利完成作业了吗今天顺利完成作业了吗今天顺利完成作业了吗今天顺利完成作业了吗今天顺利完成作业了吗今天顺利完成作业了吗今天顺利完成作业了吗?’
5. 点击保存按钮","1. 
2. 
3.
4. 
5. 提示‘题目框输入长度为10-100字符数’",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),列表是否显示全部的请假信息,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假",1. 查看是否显示该讲师所带班级的全部请假信息,1. 全部显示，和数据库记录一直,3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),新增请假，开始时间和结束时间是否可以输入,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 点击新增请假按钮
2. 在开始时间和结束时间分别输入‘2020-03-15’，‘2020-03-20’","1. 
2. 输入成功",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),新增请假，直接点击保存,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 点击新增请假按钮
2. 点击保存","1. 
2. 保存失败，提示‘请输入时间’",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),新增请假，选择合法时间,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 点击新增请假按钮
2. 选择合法时间（结束时间>开始时间）
3. 点击保存","1. 
2. 
3. 保存失败，提示‘请输入请假类型’",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),查看请假类型下拉框,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 点击新增请假按钮
2. 点击请假类型下拉框","1. 
2. 下拉框包含‘事假、病假、休学’三条信息，默认显示‘请选择请假类型’",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),新增请假，不输入姓名,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 点击新增请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 点击保存","1. 
2. 
3. 
4. 保存失败，提示‘请选择学员姓名’",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),新增请假，不输入请假原因和处理意见,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 点击新增请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 姓名框输入该讲师所带班级的学生姓名‘王森’
5. 点击保存","1. 
2. 
3. 
4. 
5. 保存成功，列表成功显示，数据库新增成功",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),新增请假，选择非法时间，输入必填项,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 点击新增请假按钮
2. 选择合法时间（结束时间<=开始时间）
3. 请假类型选择‘事假’
4. 姓名框输入该讲师所带班级的学生姓名‘王森’
5. 点击保存","1. 
2. 
3. 
4. 
5. 保存失败，提示‘请选择正确时间’",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),新增请假，任课教师是否默认显示该登录讲师的姓名,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 点击新增请假按钮
2. 查看任课老师的默认值","1. 
2. 默认为邓乃文",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),新增请假，选择时间后默认生成请假天数,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 点击新增请假按钮
2. 选择合法时间（结束时间<=开始时间）
3. 查看是否默认生成请假天数（结束时间-开始时间+1）","1. 
2. 
3. 默认自动生成",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),新增请假，请假天数输入字母,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 点击新增请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 请假天数输入‘abc'
5. 姓名框输入该讲师所带班级的学生姓名‘王森’
6. 点击保存","1. 
2. 
3. 
4. 
5. 
6. 保存失败，提示请假天数只支持正数",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),新增请假，请假天数输入负数,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 点击新增请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 请假天数输入‘-1'
5. 姓名框输入该讲师所带班级的学生姓名‘王森’
6. 点击保存","1. 
2. 
3. 
4. 
5. 
6. 保存失败，提示请假天数只支持正数",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),新增请假，请假天数输入小数,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 点击新增请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 请假天数输入‘0.5'
5. 姓名框输入该讲师所带班级的学生姓名‘王森’
6. 点击保存","1. 
2. 
3. 
4. 
5. 
6. 保存成功，列表成功显示，数据库新增成功",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),新增请假，请假天数输入正整数,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 点击新增请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 请假天数输入‘5'
5. 姓名框输入该讲师所带班级的学生姓名‘王森’
6. 点击保存","1. 
2. 
3. 
4. 
5. 
6. 保存成功，列表成功显示，数据库新增成功",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),新增请假，请假原因框输入101个字符,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 点击新增请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 请假天数输入‘5'
5. 姓名框输入该讲师所带班级的学生姓名‘王森’
6. 在请假原因框输入‘回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试m’
7. 点击保存","1. 
2. 
3. 
4. 
5. 
6. 
7. 保存失败，提示请假原因框最多只能输100长度字符数",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),新增请假，请假原因框输入100个字符,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 点击新增请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 请假天数输入‘5'
5. 姓名框输入该讲师所带班级的学生姓名‘王森’
6. 在请假原因框输入‘回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试’
7. 点击保存","1. 
2. 
3. 
4. 
5. 
6. 
7. 保存成功，列表成功显示，数据库新增成功",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),新增请假，处理意见框输入101个字符,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 点击新增请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 请假天数输入‘5'
5. 姓名框输入该讲师所带班级的学生姓名‘王森’
6. 在处理意见框输入‘回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试m’
7. 点击保存","1. 
2. 
3. 
4. 
5. 
6. 
7. 保存失败，提示处理意见框最多只能输100长度字符数",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),新增请假，处理意见框输入100个字符,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 点击新增请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 请假天数输入‘5'
5. 姓名框输入该讲师所带班级的学生姓名‘王森’
6. 在处理意见框输入‘回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试回学校考试’
7. 点击保存","1. 
2. 
3. 
4. 
5. 
6. 
7. 保存成功，列表成功显示，数据库新增成功",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),点击修改按钮,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假",1. 选择一条学员信息，点击修改按钮,1. 弹出‘请假记录修改’弹出框,3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),修改请假，开始时间和结束时间是否可以输入,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 任选一条信息点击修改请假按钮
2. 在开始时间和结束时间分别输入‘2020-03-15’，‘2020-03-20’","1. 
2. 输入成功",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),修改请假，直接点击保存,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 任选一条信息点击修改请假按钮
2. 点击保存","1. 
2. 保存失败，提示‘请输入时间’",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),修改请假，选择合法时间,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 任选一条信息点击修改请假按钮
2. 选择合法时间（结束时间>开始时间）
3. 点击保存","1. 
2. 
3. 保存失败，提示‘请输入请假类型’",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),查看请假类型下拉框,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 任选一条信息点击修改请假按钮
2. 点击请假类型下拉框","1. 
2. 下拉框包含‘事假、病假、休学’三条信息，默认显示‘请选择请假类型’",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),修改请假，不输入姓名,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 任选一条信息点击修改请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 点击保存","1. 
2. 
3. 
4. 保存失败，提示‘请选择学员姓名’",3,功能测试,"
功能测试阶段"
/学员管理/学员请假(#197),修改请假，不输入请假原因和处理意见,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击学员请假","1. 任选一条信息点击修改请假按钮
2. 选择合法时间（结束时间>=开始时间）
3. 请假类型选择‘事假’
4. 姓名框输入该讲师所带班级的学生姓名‘王森’
5. 点击保存","1. 
2. 
3. 
4. 
5. 保存成功，列表成功显示，数据库新增成功",3,功能测试,"
功能测试阶段"
